Label,SourceImage,CandidateType,CurrentGuess,CrackProbability,UserVerdict
358,260622_316_H_b2_back_CBS_01,original,True,0.507,TRUE
675,260622_316_H_b2_back_CBS_01,original,True,0.508,TRUE
500232,260622_316_H_b2_back_CBS_01,bridge_corridor,,0.5,TRUE
500207,260622_316_H_b2_back_CBS_01,concavity,,0.5,TRUE
500042,260622_316_H_b2_back_CBS_01,concavity,,0.5,TRUE
500087,260622_316_H_b2_back_CBS_01,concavity,,0.5,TRUE
500064,260622_316_H_b2_back_CBS_01,concavity,,0.5,TRUE
500147,260622_316_H_b2_back_CBS_01,concavity,,0.5,TRUE
500299,260622_316_H_b2_back_CBS_01,interior_fill,,0.5,SKIP
500381,260622_316_H_b2_back_CBS_01,interior_fill,,0.5,TRUE
500331,260622_316_H_b2_back_CBS_01,interior_fill,,0.5,FALSE
500251,260622_316_H_b2_back_CBS_01,interior_fill,,0.5,TRUE
500114,260622_316_H_b2_front_CBS_01,concavity,,0.5,FALSE
500154,260622_316_H_b2_front_CBS_01,concavity,,0.5,FALSE
500245,260622_316_H_b2_front_CBS_01,interior_fill,,0.5,TRUE
500332,260622_316_H_b2_front_CBS_01,interior_fill,,0.5,TRUE
500306,260622_316_H_b2_front_CBS_01,interior_fill,,0.5,TRUE
500344,260622_316_H_b2_front_CBS_01,interior_fill,,0.5,TRUE
488,260622_316_H_b2_front_CBS_02,original,False,0.492,TRUE
153,260622_316_H_b2_front_CBS_02,original,False,0.492,TRUE
500109,260622_316_H_b2_front_CBS_02,bridge_corridor,,0.5,TRUE
500069,260622_316_H_b2_front_CBS_02,concavity,,0.5,TRUE
500190,260622_316_H_b2_front_CBS_02,interior_fill,,0.5,TRUE
500200,260622_316_H_b2_front_CBS_02,interior_fill,,0.5,TRUE
500206,260622_316_H_b2_front_CBS_02,interior_fill,,0.5,FALSE
500211,260622_316_H_b2_front_CBS_02,interior_fill,,0.5,TRUE
500053,260622_316_H_b2_front_CBS_03,bridge_corridor,,0.5,TRUE
500014,260622_316_H_b2_front_CBS_03,concavity,,0.5,TRUE
500080,260622_316_H_b2_front_CBS_03,interior_fill,,0.5,TRUE
225,260622_316_H_b2_front_CBS_04,original,False,0.493,FALSE
500180,260622_316_H_b2_front_CBS_04,bridge_corridor,,0.5,TRUE
500178,260622_316_H_b2_front_CBS_04,bridge_corridor,,0.5,FALSE
500099,260622_316_H_b2_front_CBS_04,concavity,,0.5,FALSE
500143,260622_316_H_b2_front_CBS_04,concavity,,0.5,TRUE
500215,260622_316_H_b2_front_CBS_04,interior_fill,,0.5,TRUE
500217,260622_316_H_b2_front_CBS_04,interior_fill,,0.5,TRUE
392,260622_316_H_b4_CBS_01,original,False,0.493,TRUE
348,260622_316_H_b4_CBS_01,original,False,0.492,TRUE
500181,260622_316_H_b4_CBS_01,bridge_corridor,,0.5,TRUE
500185,260622_316_H_b4_CBS_01,bridge_corridor,,0.5,TRUE
500080,260622_316_H_b4_CBS_01,concavity,,0.5,TRUE
500031,260622_316_H_b4_CBS_01,concavity,,0.5,TRUE
500064,260622_316_H_b4_CBS_01,concavity,,0.5,TRUE
500307,260622_316_H_b4_CBS_01,interior_fill,,0.5,TRUE
500320,260622_316_H_b4_CBS_01,interior_fill,,0.5,TRUE
500172,260622_316_H_b4_CBS_02,bridge_corridor,,0.5,TRUE
500170,260622_316_H_b4_CBS_02,bridge_corridor,,0.5,TRUE
500163,260622_316_H_b4_CBS_02,bridge_corridor,,0.5,TRUE
500177,260622_316_H_b4_CBS_02,bridge_corridor,,0.5,TRUE
500183,260622_316_H_b4_CBS_02,interior_fill,,0.5,TRUE
500320,260622_316_H_b4_CBS_02,interior_fill,,0.5,TRUE
500208,260622_316_H_b4_CBS_02,interior_fill,,0.5,TRUE
500236,260622_316_H_b4_CBS_02,interior_fill,,0.5,TRUE
500242,260622_316_H_b4_CBS_02,interior_fill,,0.5,TRUE
500083,260622_316_amb_b3_CBS_01,bridge_corridor,,0.5,TRUE
500000,260622_316_amb_b3_CBS_01,concavity,,0.5,TRUE
500021,260622_316_amb_b3_CBS_01,concavity,,0.5,FALSE
203,260622_316_amb_b3_CBS_02,original,False,0.492,TRUE
103,260622_316_amb_b3_CBS_02,original,False,0.492,TRUE
500030,260622_316_amb_b3_CBS_02,concavity,,0.5,TRUE
500021,260708_316_H_b2_front_CBS_002,concavity,,0.5,TRUE
500140,260708_316_H_b2_front_CBS_003,bridge_corridor,,0.5,TRUE
500139,260708_316_H_b2_front_CBS_003,bridge_corridor,,0.5,TRUE
500142,260708_316_H_b2_front_CBS_003,bridge_corridor,,0.5,TRUE
500122,260708_316_H_b2_front_CBS_003,concavity,,0.5,FALSE
500077,260708_316_H_b2_front_CBS_003,concavity,,0.5,FALSE
500062,260708_316_H_b2_front_CBS_003,concavity,,0.5,TRUE
500104,260708_316_H_b2_front_CBS_003,concavity,,0.5,TRUE
500032,260708_316_H_b2_front_CBS_003,concavity,,0.5,TRUE
500026,260708_316_H_b2_front_CBS_003,concavity,,0.5,TRUE
500002,260708_316_H_b2_front_CBS_003,concavity,,0.5,TRUE
500015,260708_316_H_b2_front_CBS_003,concavity,,0.5,TRUE
500146,260708_316_H_b2_front_CBS_003,interior_fill,,0.5,TRUE
500162,260708_316_H_b2_front_CBS_003,interior_fill,,0.5,TRUE
500098,260708_316_H_b2_front_CBS_004,bridge_corridor,,0.5,TRUE
500045,260708_316_H_b2_front_CBS_004,concavity,,0.5,FALSE
500006,260708_316_H_b2_front_CBS_004,concavity,,0.5,TRUE
500084,260708_316_H_b2_front_CBS_004,concavity,,0.5,FALSE
500115,260708_316_H_b2_front_CBS_004,interior_fill,,0.5,TRUE
500072,260708_316_H_b2_front_CBS_005,concavity,,0.5,FALSE
500115,260708_316_H_b2_front_CBS_005,concavity,,0.5,FALSE
500139,260708_316_H_b2_front_CBS_005,interior_fill,,0.5,TRUE
500129,260708_316_H_b2_front_CBS_005,interior_fill,,0.5,TRUE
500018,260708_316_H_b2_front_CBS_006,concavity,,0.5,FALSE
500112,260708_316_H_b2_front_CBS_007,bridge_corridor,,0.5,TRUE
500109,260708_316_H_b2_front_CBS_007,bridge_corridor,,0.5,TRUE
500107,260708_316_H_b2_front_CBS_007,bridge_corridor,,0.5,TRUE
500023,260708_316_H_b2_front_CBS_007,concavity,,0.5,FALSE
500048,260708_316_H_b2_front_CBS_007,concavity,,0.5,FALSE
500040,260708_316_H_b2_front_CBS_007,concavity,,0.5,FALSE
500087,260708_316_H_b2_front_CBS_007,concavity,,0.5,TRUE
500039,260708_316_H_b2_front_CBS_007,concavity,,0.5,TRUE
500065,260708_316_H_b2_front_CBS_008,concavity,,0.5,TRUE
500014,260708_316_H_b2_front_CBS_008,concavity,,0.5,TRUE
500024,260708_316_H_b2_front_CBS_008,concavity,,0.5,TRUE
500109,260708_316_H_b2_front_CBS_011,bridge_corridor,,0.5,TRUE
500089,260708_316_H_b2_front_CBS_011,concavity,,0.5,TRUE
500027,260708_316_H_b2_front_CBS_011,concavity,,0.5,FALSE
500127,260708_316_H_b2_front_CBS_011,interior_fill,,0.5,TRUE
500110,260708_316_H_b2_front_CBS_011,interior_fill,,0.5,TRUE
500062,260708_316_H_b2_front_CBS_012,bridge_corridor,,0.5,TRUE
500037,260708_316_H_b2_front_CBS_012,concavity,,0.5,TRUE
500102,260708_316_H_b2_front_CBS_013,bridge_corridor,,0.5,FALSE
500103,260708_316_H_b2_front_CBS_013,bridge_corridor,,0.5,TRUE
500059,260708_316_H_b2_front_CBS_013,concavity,,0.5,FALSE
500100,260708_316_H_b2_front_CBS_013,concavity,,0.5,FALSE
500083,260708_316_H_b2_front_CBS_013,concavity,,0.5,TRUE
500092,260708_316_H_b2_front_CBS_013,concavity,,0.5,TRUE
500002,260708_316_H_b2_front_CBS_013,concavity,,0.5,TRUE
500120,260708_316_H_b2_front_CBS_013,interior_fill,,0.5,TRUE
86,260708_316_H_b2_front_CBS_015,original,True,0.508,FALSE
500052,260708_316_H_b2_front_CBS_015,bridge_corridor,,0.5,FALSE
500049,260708_316_H_b2_front_CBS_015,bridge_corridor,,0.5,TRUE
