N_pct,M_pct,floor,recall,pool_accept
5,5,0.1,0.0,0.0016806722689075631
5,5,0.11,0.0,0.0016806722689075631
5,5,0.12,0.0,0.0016806722689075631
5,5,0.13,0.0,0.0016806722689075631
5,5,0.14,0.0,0.0016806722689075631
5,5,0.15,0.0,0.0016806722689075631
5,5,0.16,0.0,0.0016806722689075631
5,5,0.17,0.0,0.0016806722689075631
5,5,0.18,0.0,0.0016806722689075631
5,5,0.19,0.0,0.0016806722689075631
5,5,0.2,0.0,0.0016806722689075631
5,5,0.21,0.0,0.0016806722689075631
5,5,0.22,0.0,0.0016806722689075631
5,5,0.23,0.0,0.0016806722689075631
5,5,0.24,0.0,0.0016806722689075631
5,5,0.25,0.0,0.0016806722689075631
5,5,0.26,0.0,0.0016806722689075631
5,5,0.27,0.0,0.0016806722689075631
5,5,0.28,0.0,0.0016806722689075631
5,5,0.29,0.0,0.0016806722689075631
5,5,0.3,0.0,0.0016806722689075631
5,5,0.31,0.0,0.0016806722689075631
5,5,0.32,0.0,0.0016806722689075631
5,5,0.33,0.0,0.0016806722689075631
5,5,0.34,0.0,0.0016806722689075631
5,5,0.35,0.0,0.0016806722689075631
5,5,0.36,0.0,0.0016806722689075631
5,5,0.37,0.0,0.0016806722689075631
5,5,0.38,0.0,0.0016806722689075631
5,5,0.39,0.0,0.0016806722689075631
5,5,0.4,0.0,0.0016806722689075631
5,5,0.41,0.0,0.0016806722689075631
5,5,0.42,0.0,0.0016806722689075631
5,5,0.43,0.0,0.0016806722689075631
5,5,0.44,0.0,0.0016806722689075631
5,5,0.45,0.0,0.0016806722689075631
5,5,0.46,0.0,0.0016806722689075631
5,5,0.47,0.0,0.0016806722689075631
5,5,0.48,0.0,0.0016806722689075631
5,5,0.49,0.0,0.0016806722689075631
5,5,0.5,0.0,0.0016806722689075631
5,5,0.51,0.0,0.0016806722689075631
5,5,0.52,0.0,0.0016806722689075631
5,5,0.53,0.0,0.0016806722689075631
5,5,0.54,0.0,0.0016806722689075631
5,5,0.55,0.0,0.0016806722689075631
5,5,0.56,0.0,0.0016806722689075631
5,5,0.57,0.0,0.0016806722689075631
5,5,0.58,0.0,0.0016806722689075631
5,5,0.59,0.0,0.0016806722689075631
5,5,0.6,0.0,0.0016806722689075631
5,5,0.61,0.0,0.0016806722689075631
5,5,0.62,0.0,0.0016806722689075631
5,5,0.63,0.0,0.0016806722689075631
5,5,0.64,0.0,0.0016806722689075631
5,5,0.65,0.0,0.0016806722689075631
5,5,0.66,0.0,0.0016806722689075631
5,5,0.67,0.0,0.0016806722689075631
5,5,0.68,0.0,0.0016806722689075631
5,5,0.69,0.0,0.0016806722689075631
5,5,0.7,0.0,0.0016806722689075631
5,5,0.71,0.0,0.0016806722689075631
5,5,0.72,0.0,0.0016806722689075631
5,5,0.73,0.0,0.0016806722689075631
5,5,0.74,0.0,0.0016806722689075631
5,5,0.75,0.0,0.0016806722689075631
5,5,0.76,0.0,0.0016806722689075631
5,5,0.77,0.0,0.0016806722689075631
5,5,0.78,0.0,0.0016806722689075631
5,5,0.79,0.0,0.0016806722689075631
5,5,0.8,0.0,0.0008403361344537816
5,5,0.81,0.0,0.0008403361344537816
5,5,0.82,0.0,0.0008403361344537816
5,5,0.83,0.0,0.0008403361344537816
5,5,0.84,0.0,0.0008403361344537816
5,5,0.85,0.0,0.0008403361344537816
5,5,0.86,0.0,0.0008403361344537816
5,5,0.87,0.0,0.0008403361344537816
5,5,0.88,0.0,0.0008403361344537816
5,5,0.89,0.0,0.0008403361344537816
5,5,0.9,0.0,0.0008403361344537816
5,5,0.91,0.0,0.0008403361344537816
5,5,0.92,0.0,0.0008403361344537816
5,5,0.93,0.0,0.0008403361344537816
5,5,0.94,0.0,0.0008403361344537816
5,5,0.95,0.0,0.0008403361344537816
5,6,0.1,0.0,0.0016806722689075631
5,6,0.11,0.0,0.0016806722689075631
5,6,0.12,0.0,0.0016806722689075631
5,6,0.13,0.0,0.0016806722689075631
5,6,0.14,0.0,0.0016806722689075631
5,6,0.15,0.0,0.0016806722689075631
5,6,0.16,0.0,0.0016806722689075631
5,6,0.17,0.0,0.0016806722689075631
5,6,0.18,0.0,0.0016806722689075631
5,6,0.19,0.0,0.0016806722689075631
5,6,0.2,0.0,0.0016806722689075631
5,6,0.21,0.0,0.0016806722689075631
5,6,0.22,0.0,0.0016806722689075631
5,6,0.23,0.0,0.0016806722689075631
5,6,0.24,0.0,0.0016806722689075631
5,6,0.25,0.0,0.0016806722689075631
5,6,0.26,0.0,0.0016806722689075631
5,6,0.27,0.0,0.0016806722689075631
5,6,0.28,0.0,0.0016806722689075631
5,6,0.29,0.0,0.0016806722689075631
5,6,0.3,0.0,0.0016806722689075631
5,6,0.31,0.0,0.0016806722689075631
5,6,0.32,0.0,0.0016806722689075631
5,6,0.33,0.0,0.0016806722689075631
5,6,0.34,0.0,0.0016806722689075631
5,6,0.35,0.0,0.0016806722689075631
5,6,0.36,0.0,0.0016806722689075631
5,6,0.37,0.0,0.0016806722689075631
5,6,0.38,0.0,0.0016806722689075631
5,6,0.39,0.0,0.0016806722689075631
5,6,0.4,0.0,0.0016806722689075631
5,6,0.41,0.0,0.0016806722689075631
5,6,0.42,0.0,0.0016806722689075631
5,6,0.43,0.0,0.0016806722689075631
5,6,0.44,0.0,0.0016806722689075631
5,6,0.45,0.0,0.0016806722689075631
5,6,0.46,0.0,0.0016806722689075631
5,6,0.47,0.0,0.0016806722689075631
5,6,0.48,0.0,0.0016806722689075631
5,6,0.49,0.0,0.0016806722689075631
5,6,0.5,0.0,0.0016806722689075631
5,6,0.51,0.0,0.0016806722689075631
5,6,0.52,0.0,0.0016806722689075631
5,6,0.53,0.0,0.0016806722689075631
5,6,0.54,0.0,0.0016806722689075631
5,6,0.55,0.0,0.0016806722689075631
5,6,0.56,0.0,0.0016806722689075631
5,6,0.57,0.0,0.0016806722689075631
5,6,0.58,0.0,0.0016806722689075631
5,6,0.59,0.0,0.0016806722689075631
5,6,0.6,0.0,0.0016806722689075631
5,6,0.61,0.0,0.0016806722689075631
5,6,0.62,0.0,0.0016806722689075631
5,6,0.63,0.0,0.0016806722689075631
5,6,0.64,0.0,0.0016806722689075631
5,6,0.65,0.0,0.0016806722689075631
5,6,0.66,0.0,0.0016806722689075631
5,6,0.67,0.0,0.0016806722689075631
5,6,0.68,0.0,0.0016806722689075631
5,6,0.69,0.0,0.0016806722689075631
5,6,0.7,0.0,0.0016806722689075631
5,6,0.71,0.0,0.0016806722689075631
5,6,0.72,0.0,0.0016806722689075631
5,6,0.73,0.0,0.0016806722689075631
5,6,0.74,0.0,0.0016806722689075631
5,6,0.75,0.0,0.0016806722689075631
5,6,0.76,0.0,0.0016806722689075631
5,6,0.77,0.0,0.0016806722689075631
5,6,0.78,0.0,0.0016806722689075631
5,6,0.79,0.0,0.0016806722689075631
5,6,0.8,0.0,0.0008403361344537816
5,6,0.81,0.0,0.0008403361344537816
5,6,0.82,0.0,0.0008403361344537816
5,6,0.83,0.0,0.0008403361344537816
5,6,0.84,0.0,0.0008403361344537816
5,6,0.85,0.0,0.0008403361344537816
5,6,0.86,0.0,0.0008403361344537816
5,6,0.87,0.0,0.0008403361344537816
5,6,0.88,0.0,0.0008403361344537816
5,6,0.89,0.0,0.0008403361344537816
5,6,0.9,0.0,0.0008403361344537816
5,6,0.91,0.0,0.0008403361344537816
5,6,0.92,0.0,0.0008403361344537816
5,6,0.93,0.0,0.0008403361344537816
5,6,0.94,0.0,0.0008403361344537816
5,6,0.95,0.0,0.0008403361344537816
5,7,0.1,0.0,0.0016806722689075631
5,7,0.11,0.0,0.0016806722689075631
5,7,0.12,0.0,0.0016806722689075631
5,7,0.13,0.0,0.0016806722689075631
5,7,0.14,0.0,0.0016806722689075631
5,7,0.15,0.0,0.0016806722689075631
5,7,0.16,0.0,0.0016806722689075631
5,7,0.17,0.0,0.0016806722689075631
5,7,0.18,0.0,0.0016806722689075631
5,7,0.19,0.0,0.0016806722689075631
5,7,0.2,0.0,0.0016806722689075631
5,7,0.21,0.0,0.0016806722689075631
5,7,0.22,0.0,0.0016806722689075631
5,7,0.23,0.0,0.0016806722689075631
5,7,0.24,0.0,0.0016806722689075631
5,7,0.25,0.0,0.0016806722689075631
5,7,0.26,0.0,0.0016806722689075631
5,7,0.27,0.0,0.0016806722689075631
5,7,0.28,0.0,0.0016806722689075631
5,7,0.29,0.0,0.0016806722689075631
5,7,0.3,0.0,0.0016806722689075631
5,7,0.31,0.0,0.0016806722689075631
5,7,0.32,0.0,0.0016806722689075631
5,7,0.33,0.0,0.0016806722689075631
5,7,0.34,0.0,0.0016806722689075631
5,7,0.35,0.0,0.0016806722689075631
5,7,0.36,0.0,0.0016806722689075631
5,7,0.37,0.0,0.0016806722689075631
5,7,0.38,0.0,0.0016806722689075631
5,7,0.39,0.0,0.0016806722689075631
5,7,0.4,0.0,0.0016806722689075631
5,7,0.41,0.0,0.0016806722689075631
5,7,0.42,0.0,0.0016806722689075631
5,7,0.43,0.0,0.0016806722689075631
5,7,0.44,0.0,0.0016806722689075631
5,7,0.45,0.0,0.0016806722689075631
5,7,0.46,0.0,0.0016806722689075631
5,7,0.47,0.0,0.0016806722689075631
5,7,0.48,0.0,0.0016806722689075631
5,7,0.49,0.0,0.0016806722689075631
5,7,0.5,0.0,0.0016806722689075631
5,7,0.51,0.0,0.0016806722689075631
5,7,0.52,0.0,0.0016806722689075631
5,7,0.53,0.0,0.0016806722689075631
5,7,0.54,0.0,0.0016806722689075631
5,7,0.55,0.0,0.0016806722689075631
5,7,0.56,0.0,0.0016806722689075631
5,7,0.57,0.0,0.0016806722689075631
5,7,0.58,0.0,0.0016806722689075631
5,7,0.59,0.0,0.0016806722689075631
5,7,0.6,0.0,0.0016806722689075631
5,7,0.61,0.0,0.0016806722689075631
5,7,0.62,0.0,0.0016806722689075631
5,7,0.63,0.0,0.0016806722689075631
5,7,0.64,0.0,0.0016806722689075631
5,7,0.65,0.0,0.0016806722689075631
5,7,0.66,0.0,0.0016806722689075631
5,7,0.67,0.0,0.0016806722689075631
5,7,0.68,0.0,0.0016806722689075631
5,7,0.69,0.0,0.0016806722689075631
5,7,0.7,0.0,0.0016806722689075631
5,7,0.71,0.0,0.0016806722689075631
5,7,0.72,0.0,0.0016806722689075631
5,7,0.73,0.0,0.0016806722689075631
5,7,0.74,0.0,0.0016806722689075631
5,7,0.75,0.0,0.0016806722689075631
5,7,0.76,0.0,0.0016806722689075631
5,7,0.77,0.0,0.0016806722689075631
5,7,0.78,0.0,0.0016806722689075631
5,7,0.79,0.0,0.0016806722689075631
5,7,0.8,0.0,0.0008403361344537816
5,7,0.81,0.0,0.0008403361344537816
5,7,0.82,0.0,0.0008403361344537816
5,7,0.83,0.0,0.0008403361344537816
5,7,0.84,0.0,0.0008403361344537816
