Area,Width,Height,X,Y,Elongation,Solidity,Eccentricity,Extent,Circularity,MeanRawBrightness,MeanFlatBrightness,MeanVesselness,FracBoundaryTouchingCrack,MeanDistToCrack,LogArea,Label,SourceImage,CandidateType,ParentLabels,IsCrack,CrackProbability
90,15,17,1657.388888888889,313.8333333333333,1.9109791412456965,0.6293706293706294,0.8521534695932467,0.3529411764705882,0.4623992656304505,17.566666666666666,41.855555555555554,0.0037529981298926,0.6097560975609756,2.286569391066458,1.954242509439325,117,MAR_Amb_HIP_ETD_0008,concavity,,True,1.0
897,39,43,148.72798216276476,146.9520624303233,2.4281729179051084,0.9247422680412372,0.9112596608123285,0.5348837209302325,0.6903425962799702,89.1571906354515,102.0200668896321,0.0208455755808844,0.0,73.55249419091928,2.952792443044092,2003,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
2277,126,25,272.82213438735175,173.2981993851559,6.171220276605413,0.8582736524689031,0.986783778839582,0.7228571428571429,0.3474964647055634,86.12428634167765,99.73210364514712,0.0220200661968013,0.0,75.72783279673266,3.3573630306151427,2004,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
1261,146,56,1392.1300555114988,1169.8969072164948,3.9872457480735406,0.3043688148684528,0.9680390049942672,0.1542318982387475,0.0354179067373354,35.358445678033306,45.47977795400476,0.0311731422528118,0.3454258675078864,7.807278923963096,3.1007150865730817,173,MAR_Amb_HIP_ETD_0008,interior_fill,,True,1.0
663,37,24,1967.269984917044,1063.7450980392157,1.6691317996170625,0.9457917261055636,0.8006638366969784,0.7466216216216216,0.7994923666187421,98.63650075414782,126.91704374057316,0.0198127940770561,0.0,51.982418699975135,2.821513528404773,2005,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
365,18,24,2333.449315068493,830.4575342465754,1.3106955867735868,0.9759358288770054,0.6464531746063684,0.8449074074074074,0.9670342031825256,82.08767123287672,108.8986301369863,0.0160064907258424,0.0,127.64866968631262,2.562292864456474,2006,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
1514,76,37,2148.8527080581243,989.7437252311756,3.1403483350914803,0.8157327586206896,0.9479443582222212,0.5384068278805121,0.4926833609387424,67.94715984147952,97.07001321003963,0.0173404608830674,0.0,92.59401790006652,3.180125875164054,2007,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
1363,55,58,2411.279530447542,852.4380044020543,3.4870005246444897,0.937414030261348,0.9579966400203038,0.4272727272727272,0.5621594967886308,101.78796771826852,137.41966250917093,0.0193474117849449,0.0,72.19307569801619,3.1344958558346736,2008,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
975,52,31,2350.651282051282,888.3107692307692,2.634090848793391,0.9180790960451978,0.925135272226411,0.6048387096774194,0.6522771509094665,78.94358974358974,107.27282051282052,0.0149172814705552,0.0,49.97862530857359,2.989004615698537,2009,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
3242,86,55,2575.221159777915,1104.1761258482418,1.786175880155951,0.8774018944519621,0.8285904077997046,0.6854122621564482,0.517975869741231,99.8359037631092,84.68661320172733,0.0161078851752499,0.0,179.9580144516843,3.510813010512496,2010,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
355,21,21,2656.6112676056337,1092.574647887324,1.09236146514818,0.9594594594594594,0.402436526661493,0.8049886621315193,0.9567464499034488,71.84507042253522,81.76338028169015,0.0230590478954459,0.0,44.611267605633806,2.550228353055094,2011,MAR_Amb_HIP_ETD_0008,user_painted,,True,1.0
217,39,43,1713.0276497695852,1688.958525345622,1.3332821748230959,0.1574746008708273,0.6614051954154664,0.12939773404889685,0.09549592060396467,40.036866359447004,28.308755760368662,0.061575707888824716,0.5321637426900585,1.7731222549824108,2.3364597338485296,163,MAR_Amb_HIP_ETD_0008,interior_fill,,True,1.0
